CMDLINE python train.py -e search-alpha-temp-configurations -c /local/neural-distiller/run-experiment/Configuration/experiment_config.json
MEM 5.375000 1571869655.3819
MEM 29.187500 1571869655.4821
MEM 89.187500 1571869655.5825
MEM 115.125000 1571869655.6829
MEM 118.562500 1571869655.7831
MEM 121.687500 1571869655.8834
MEM 131.062500 1571869655.9836
MEM 135.625000 1571869656.0838
MEM 142.750000 1571869656.1840
MEM 149.687500 1571869656.2841
MEM 157.062500 1571869656.3844
MEM 172.687500 1571869656.4846
MEM 181.500000 1571869656.5847
MEM 202.562500 1571869656.6849
MEM 209.687500 1571869656.7851
MEM 211.562500 1571869656.8853
MEM 229.562500 1571869656.9855
MEM 238.000000 1571869657.0857
MEM 243.312500 1571869657.1859
MEM 249.625000 1571869657.2861
MEM 255.437500 1571869657.3862
MEM 276.062500 1571869657.4864
MEM 296.687500 1571869657.5866
MEM 466.625000 1571869657.6868
MEM 466.625000 1571869657.7870
MEM 468.062500 1571869657.8872
MEM 468.062500 1571869657.9874
MEM 471.375000 1571869658.0875
MEM 472.500000 1571869658.1877
MEM 473.812500 1571869658.2879
MEM 495.250000 1571869658.3881
MEM 495.250000 1571869658.4883
MEM 495.250000 1571869658.5885
MEM 495.250000 1571869658.6887
MEM 495.250000 1571869658.7889
MEM 495.250000 1571869658.8891
MEM 495.250000 1571869658.9893
MEM 495.250000 1571869659.0895
MEM 495.250000 1571869659.1897
MEM 495.250000 1571869659.2898
MEM 495.250000 1571869659.3900
MEM 495.250000 1571869659.4902
MEM 495.562500 1571869659.5904
MEM 618.000000 1571869659.6907
MEM 785.625000 1571869659.7909
MEM 935.625000 1571869659.8911
MEM 1051.875000 1571869659.9913
MEM 1089.062500 1571869660.0915
MEM 1190.625000 1571869660.1917
MEM 1284.250000 1571869660.2919
MEM 1386.937500 1571869660.3921
MEM 1481.500000 1571869660.4923
MEM 1551.562500 1571869660.5925
MEM 1625.812500 1571869660.6927
MEM 1704.187500 1571869660.7929
MEM 1774.312500 1571869660.8931
MEM 1848.562500 1571869660.9933
MEM 1918.687500 1571869661.0934
MEM 1997.062500 1571869661.1936
MEM 2067.187500 1571869661.2938
MEM 2137.312500 1571869661.3940
MEM 2211.562500 1571869661.4942
MEM 2281.687500 1571869661.5944
MEM 2360.062500 1571869661.6946
MEM 2420.937500 1571869661.7948
MEM 2441.250000 1571869661.8950
MEM 2913.687500 1571869661.9952
MEM 2920.875000 1571869662.0954
MEM 2927.500000 1571869662.1956
MEM 2947.625000 1571869662.2958
MEM 2949.750000 1571869662.3960
MEM 2950.250000 1571869662.4962
MEM 2951.562500 1571869662.5964
MEM 2952.312500 1571869662.6966
MEM 2953.062500 1571869662.7968
MEM 2953.562500 1571869662.8970
MEM 2954.812500 1571869662.9972
MEM 2955.062500 1571869663.0974
MEM 2955.062500 1571869663.1976
MEM 2955.062500 1571869663.2978
MEM 2958.562500 1571869663.3980
MEM 2958.562500 1571869663.4981
MEM 2958.562500 1571869663.5983
MEM 2989.750000 1571869663.6985
MEM 3068.125000 1571869663.7987
MEM 3150.375000 1571869663.8989
MEM 3218.187500 1571869663.9991
MEM 3291.375000 1571869664.0993
MEM 3378.000000 1571869664.1995
MEM 3448.125000 1571869664.2997
MEM 3530.625000 1571869664.3999
MEM 3606.500000 1571869664.5001
MEM 3689.000000 1571869664.6003
MEM 3783.875000 1571869664.7005
MEM 3814.625000 1571869664.8007
MEM 3823.937500 1571869664.9009
MEM 3823.937500 1571869665.0011
MEM 3826.312500 1571869665.1013
MEM 3826.312500 1571869665.2015
MEM 3826.312500 1571869665.3017
MEM 3826.312500 1571869665.4019
MEM 3826.375000 1571869665.5021
MEM 3826.375000 1571869665.6023
MEM 3826.375000 1571869665.7025
MEM 3826.375000 1571869665.8027
MEM 3826.375000 1571869665.9029
MEM 3826.375000 1571869666.0031
MEM 3826.375000 1571869666.1033
MEM 3826.375000 1571869666.2035
MEM 3826.375000 1571869666.3037
MEM 3826.375000 1571869666.4039
MEM 3826.375000 1571869666.5041
