,size,interval,temp,test_logit_diff,train_logit_diff,test_soft_diff,train_soft_diff,avg_train_entropy,avg_test_entropy
156,2,10,8.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2,20,7.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2,15,9.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2,30,8.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2,70,5.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2,40,3.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2,85,4.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2,85,5.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2,70,4.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2,95,6.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2,15,3.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2,95,7.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2,30,2.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2,65,4.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2,80,9.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2,80,5.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2,100,5.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2,80,3.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0
179,2,75,3.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2,100,6.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2,40,9.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2,70,10.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2,100,9.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2,70,7.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2,80,6.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2,50,8.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2,75,7.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2,30,7.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2,55,6.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2,95,2.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2,50,10.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2,100,7.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2,85,7.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2,75,4.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2,20,9.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2,10,4.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2,25,5.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0
209,2,30,4.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2,75,8.0,0.0,0.0,0.0,0.0,0.0,0.0
