,size,interval,temp,test_logit_diff,train_logit_diff,test_soft_diff,train_soft_diff,avg_train_entropy,avg_test_entropy
0,2,80,7.0,11.73433533927219,11.529030687095268,0.16417705419417636,0.1603837374747346,6.643740336055084,6.64374043129177
1,2,5,6.0,10.22707799860979,10.029526416859591,0.15325683445960409,0.1517592306083101,6.643777159393344,6.643768250256149
2,2,45,8.0,11.174829564512313,10.959081665325138,0.1573672524053287,0.15850329473828637,6.643775719368131,6.643775603646536
3,2,90,6.0,11.305447398008653,11.506337948638622,0.16040274793962594,0.16327267081249833,6.64369874273462,6.643688305986253
4,2,50,9.0,12.142527074094469,11.238025989888708,0.16186826078827862,0.16049575873665464,6.643792310775748,6.64378810626562
5,2,85,10.0,11.67108535648838,11.060292169116101,0.15722986182311083,0.16210584751565563,6.6438045283372436,6.643803356053383
6,2,70,9.0,11.45142088490346,11.087570833584158,0.15894618196547275,0.1601747641678228,6.643791375630183,6.643791391383451
7,2,75,2.0,11.534758739552705,11.342306586456385,0.15458070025510728,0.1508446935486272,6.642115100526633,6.642163610514914
8,2,30,10.0,11.23737559350457,10.601871944175855,0.15573573717930222,0.15433916285028335,6.643809920088807,6.643809935499057
9,2,5,9.0,10.071211745876136,9.664898502391189,0.1525597264046721,0.14804781407684986,6.643821864779489,6.643818092762836
10,2,45,10.0,11.001724454784528,10.621873103761967,0.15250668004914372,0.14438407724917543,6.6438053938155415,6.643805294517215
11,2,70,6.0,11.479445290804357,10.655429484081548,0.15649463457098028,0.14982709953234855,6.643705913023826,6.643705798619343
12,2,30,3.0,10.807073565507592,10.401556749472649,0.15499735225254146,0.15528741809595928,6.643273873860311,6.643273172799052
13,2,100,8.0,11.411335018065644,11.033783791865101,0.16172439178355966,0.15855794135920856,6.643763708388139,6.643767409184079
14,2,25,9.0,10.858884951285464,10.348286627882535,0.15582649534270854,0.15315604673666738,6.643804464410232,6.643804406481109
15,2,5,5.0,9.752190759484506,9.450353900398303,0.14491020602933827,0.13982520220203262,6.643740686496853,6.643727661802278
16,2,75,5.0,11.720498567463839,11.147568346024924,0.16553862429190014,0.16651109920413923,6.64362222358478,6.643628207213725
17,2,20,4.0,10.95569670738645,10.457693336226244,0.15426341430392185,0.1513059553765988,6.643593501587962,6.643598625929095
